Age,Gender,Education Level,Job Title,Years of Experience,Salary
42,Male,PhD,Data Scientist,13,140000
45,Male,PhD,Data Scientist,18,180000
44,Male,PhD,Data Scientist,16,160000
44,Male,PhD,Data Scientist,15,150000
41,Male,PhD,Data Scientist,12,130000
46,Male,PhD,Data Scientist,18,180000
43,Male,PhD,Data Scientist,16,160000
41,Male,PhD,Data Scientist,13,140000
46,Male,PhD,Data Scientist,18,180000
43,Male,PhD,Data Scientist,16,160000
41,Male,PhD,Data Scientist,13,140000
46,Male,PhD,Data Scientist,18,180000
43,Male,PhD,Data Scientist,16,160000
41,Male,PhD,Data Scientist,13,140000
46,Male,PhD,Data Scientist,18,180000
43,Male,PhD,Data Scientist,16,160000
41,Male,PhD,Data Scientist,13,140000
46,Male,PhD,Data Scientist,18,180000
43,Male,PhD,Data Scientist,16,160000
41,Male,PhD,Data Scientist,13,140000
46,Male,PhD,Data Scientist,18,180000
43,Male,PhD,Data Scientist,16,160000
41,Male,PhD,Data Scientist,13,140000
46,Male,PhD,Data Scientist,18,180000
43,Male,PhD,Data Scientist,16,160000
41,Male,PhD,Data Scientist,13,140000
46,Male,PhD,Data Scientist,18,180000
43,Male,PhD,Data Scientist,16,160000
45,Male,PhD,Data Scientist,16,160000
42,Male,PhD,Data Scientist,14,140000
47,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,15,150000
42,Male,PhD,Data Scientist,14,140000
47,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,15,150000
42,Male,PhD,Data Scientist,14,140000
47,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,15,150000
42,Male,PhD,Data Scientist,14,140000
47,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,15,150000
42,Male,PhD,Data Scientist,14,140000
47,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,15,150000
42,Male,PhD,Data Scientist,14,140000
47,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,15,150000
42,Male,PhD,Data Scientist,14,140000
47,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,15,150000
42,Male,PhD,Data Scientist,14,140000
47,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,15,150000
38,Male,PhD,Data Scientist,12,130000
40,Male,PhD,Data Scientist,15,150000
49,Male,PhD,Data Scientist,22,220000
43,Male,PhD,Data Scientist,16,160000
40,Male,PhD,Data Scientist,15,150000
49,Male,PhD,Data Scientist,22,220000
43,Male,PhD,Data Scientist,16,160000
40,Male,PhD,Data Scientist,15,150000
49,Male,PhD,Data Scientist,22,220000
43,Male,PhD,Data Scientist,16,160000
40,Male,PhD,Data Scientist,15,150000
49,Male,PhD,Data Scientist,22,220000
43,Male,PhD,Data Scientist,16,160000
40,Male,PhD,Data Scientist,15,150000
49,Male,PhD,Data Scientist,22,220000
43,Male,PhD,Data Scientist,16,160000
40,Male,PhD,Data Scientist,15,150000
49,Male,PhD,Data Scientist,22,220000
43,Male,PhD,Data Scientist,16,160000
40,Male,PhD,Data Scientist,15,150000
49,Male,PhD,Data Scientist,22,220000
43,Male,PhD,Data Scientist,16,160000
40,Male,PhD,Data Scientist,15,150000
49,Male,PhD,Data Scientist,22,220000
43,Male,PhD,Data Scientist,16,160000
41,Male,PhD,Data Scientist,13,138000
42,Male,PhD,Data Scientist,16,162000
50,Male,PhD,Data Scientist,23,225000
44,Male,PhD,Data Scientist,17,168000
43,Male,PhD,Data Scientist,16,162000
50,Male,PhD,Data Scientist,23,225000
44,Male,PhD,Data Scientist,17,168000
43,Male,PhD,Data Scientist,16,162000
50,Male,PhD,Data Scientist,23,225000
44,Male,PhD,Data Scientist,17,168000
43,Male,PhD,Data Scientist,16,162000
50,Male,PhD,Data Scientist,23,225000
44,Male,PhD,Data Scientist,17,168000
43,Male,PhD,Data Scientist,16,162000
50,Male,PhD,Data Scientist,23,225000
44,Male,PhD,Data Scientist,17,168000
43,Male,PhD,Data Scientist,16,162000
50,Male,PhD,Data Scientist,23,225000
44,Male,PhD,Data Scientist,17,168000
43,Male,PhD,Data Scientist,16,162000
50,Male,PhD,Data Scientist,23,225000
44,Male,PhD,Data Scientist,17,168000
43,Male,PhD,Data Scientist,16,162000
50,Male,PhD,Data Scientist,23,225000
44,Male,PhD,Data Scientist,17,168000
46,Male,PhD,Data Scientist,18,180000
41,Male,PhD,Data Scientist,15,155000
51,Male,PhD,Data Scientist,24,240000
45,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,18,182000
51,Male,PhD,Data Scientist,24,240000
45,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,18,182000
51,Male,PhD,Data Scientist,24,240000
45,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,18,182000
51,Male,PhD,Data Scientist,24,240000
45,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,18,182000
51,Male,PhD,Data Scientist,24,240000
45,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,18,182000
51,Male,PhD,Data Scientist,24,240000
45,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,18,182000
51,Male,PhD,Data Scientist,24,240000
45,Male,PhD,Data Scientist,19,190000
44,Male,PhD,Data Scientist,18,182000
51,Male,PhD,Data Scientist,24,240000
45,Male,PhD,Data Scientist,19,190000
35,Male,PhD,Data Scientist,9,112000
43,Male,PhD,Data Scientist,17,179000
45,Female,PhD,Data Scientist,19,193000
41,Male,PhD,Data Scientist,15,157000
48,Male,PhD,Data Scientist,22,219000
44,Female,PhD,Data Scientist,18,183000
41,Male,PhD,Data Scientist,15,157000
48,Male,PhD,Data Scientist,22,219000
44,Female,PhD,Data Scientist,18,183000
41,Male,PhD,Data Scientist,15,157000
48,Male,PhD,Data Scientist,22,219000
44,Female,PhD,Data Scientist,18,183000
41,Male,PhD,Data Scientist,15,157000
48,Male,PhD,Data Scientist,22,219000
44,Female,PhD,Data Scientist,18,183000
41,Male,PhD,Data Scientist,15,157000
48,Male,PhD,Data Scientist,22,219000
44,Female,PhD,Data Scientist,18,183000
41,Male,PhD,Data Scientist,15,157000
48,Male,PhD,Data Scientist,22,219000
44,Female,PhD,Data Scientist,18,183000
41,Male,PhD,Data Scientist,15,157000
48,Male,PhD,Data Scientist,22,219000
44,Female,PhD,Data Scientist,18,183000
41,Male,PhD,Data Scientist,15,157000
48,Male,PhD,Data Scientist,22,219000
35,Male,PhD,Senior Human Resources Manager,10,110000
42,Male,PhD,Senior Human Resources Manager,14,130000
40,Female,PhD,Director of HR,13,125000
31,Male,PhD,Senior Human Resources Manager,7,90000
33,Male,PhD,Director of HR,8,95000
35,Male,PhD,Senior Human Resources Manager,10,110000
34,Male,PhD,Director of HR,9,95000
35,Male,PhD,Senior Human Resources Manager,10,110000
42,Male,PhD,Director of HR,14,130000
40,Female,PhD,Director of HR,13,125000
31,Male,PhD,Senior Human Resources Manager,7,90000
33,Male,PhD,Director of HR,8,95000
35,Male,PhD,Senior Human Resources Manager,10,110000
34,Male,PhD,Director of HR,9,95000
35,Male,PhD,Senior Human Resources Manager,10,110000
42,Male,PhD,Director of HR,14,130000
38,Female,PhD,Senior Research Scientist,12,140000
35,Male,PhD,Senior Research Scientist,10,130000
38,Female,PhD,Senior Research Scientist,12,140000
35,Male,PhD,Senior Research Scientist,10,130000
38,Female,PhD,Senior Research Scientist,12,140000
35,Male,PhD,Senior Research Scientist,10,130000
38,Female,PhD,Senior Research Scientist,12,140000
35,Male,PhD,Senior Research Scientist,10,130000
38,Female,PhD,Senior Research Scientist,12,140000
35,Male,PhD,Senior Research Scientist,10,130000
38,Female,PhD,Senior Research Scientist,12,140000
35,Male,PhD,Senior Research Scientist,10,130000
38,Female,PhD,Senior Research Scientist,12,140000
35,Male,PhD,Senior Research Scientist,10,130000
38,Female,PhD,Senior Research Scientist,12,140000
35,Male,PhD,Senior Research Scientist,10,130000
38,Female,PhD,Senior Research Scientist,12,140000
35,Male,PhD,Senior Research Scientist,10,130000
38,Female,PhD,Senior Research Scientist,12,140000
35,Male,PhD,Senior Research Scientist,10,130000
38,Female,PhD,Senior Research Scientist,12,140000
35,Male,PhD,Senior Research Scientist,10,130000
38,Female,PhD,Senior Research Scientist,12,140000
35,Male,PhD,Senior Research Scientist,10,130000
39,Female,PhD,Senior Research Scientist,13,145000
36,Male,PhD,Senior Research Scientist,11,135000
39,Female,PhD,Senior Research Scientist,13,145000
36,Male,PhD,Senior Research Scientist,11,135000
39,Female,PhD,Senior Research Scientist,13,145000
36,Male,PhD,Senior Research Scientist,11,135000
39,Female,PhD,Senior Research Scientist,13,145000
36,Male,PhD,Senior Research Scientist,11,135000
39,Female,PhD,Senior Research Scientist,13,145000
36,Male,PhD,Senior Research Scientist,11,135000
39,Female,PhD,Senior Research Scientist,13,145000
36,Male,PhD,Senior Research Scientist,11,135000
39,Female,PhD,Senior Research Scientist,13,145000
36,Male,PhD,Senior Research Scientist,11,135000
39,Female,PhD,Senior Research Scientist,13,145000
36,Male,PhD,Senior Research Scientist,11,135000
39,Female,PhD,Senior Research Scientist,13,145000
36,Male,PhD,Senior Research Scientist,11,135000
39,Female,PhD,Senior Research Scientist,13,145000
36,Male,PhD,Senior Research Scientist,11,135000
39,Female,PhD,Senior Research Scientist,13,145000
36,Male,PhD,Senior Research Scientist,11,135000
39,Female,PhD,Senior Research Scientist,13,145000
36,Male,PhD,Senior Research Scientist,11,135000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
35,Female,PhD,Director of Marketing,12,170000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
28,Female,PhD,Director of Marketing,6,105000
34,Male,PhD,Director of Marketing,12,170000
33,Male,PhD,Sales Director,10,155000
31,Female,PhD,Research Scientist,8,120000
32,Male,PhD,Data Scientist,9,140000
34,Female,PhD,Research Director,10,150000
34,Female,PhD,Research Director,10,150000
31,Female,PhD,Research Scientist,8,120000
32,Male,PhD,Data Scientist,9,140000
34,Female,PhD,Research Director,10,150000
34,Female,PhD,Research Director,10,150000
31,Female,PhD,Research Scientist,8,120000
32,Male,PhD,Data Scientist,9,140000
34,Female,PhD,Research Director,10,150000
34,Female,PhD,Research Director,10,150000
31,Female,PhD,Research Scientist,8,120000
32,Male,PhD,Data Scientist,9,140000
34,Female,PhD,Research Director,10,150000
34,Female,PhD,Research Director,10,150000
31,Female,PhD,Research Scientist,8,120000
29,Female,PhD,Data Scientist,5,100000
33,Male,PhD,Research Scientist,10,150000
35,Female,PhD,Research Director,11,160000
35,Female,PhD,Research Director,11,160000
29,Female,PhD,Data Scientist,5,100000
33,Male,PhD,Research Scientist,10,150000
35,Female,PhD,Research Director,11,160000
35,Female,PhD,Research Director,11,160000
29,Female,PhD,Data Scientist,5,100000
33,Male,PhD,Research Scientist,10,150000
35,Female,PhD,Research Director,11,160000
35,Female,PhD,Research Director,11,160000
29,Female,PhD,Data Scientist,5,100000
33,Male,PhD,Research Scientist,10,150000
35,Female,PhD,Research Director,11,160000
35,Female,PhD,Research Director,11,160000
29,Female,PhD,Data Scientist,5,100000
33,Male,PhD,Research Scientist,10,150000
28,Female,PhD,Data Scientist,5,100000
32,Male,PhD,Research Scientist,10,150000
34,Female,PhD,Research Director,11,160000
34,Female,PhD,Research Director,11,160000
28,Female,PhD,Data Scientist,5,100000
32,Male,PhD,Research Scientist,10,150000
34,Female,PhD,Research Director,11,160000
34,Female,PhD,Research Director,11,160000
28,Female,PhD,Data Scientist,5,100000
32,Male,PhD,Research Scientist,10,150000
34,Female,PhD,Research Director,11,160000
34,Female,PhD,Research Director,11,160000
28,Female,PhD,Data Scientist,5,100000
32,Male,PhD,Research Scientist,10,150000
34,Female,PhD,Research Director,11,160000
34,Female,PhD,Research Director,11,160000
28,Female,PhD,Data Scientist,5,100000
36,Male,PhD,Research Scientist,13,160000
34,Male,PhD,Research Director,11,170000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,160000
34,Male,PhD,Research Director,11,170000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,160000
34,Male,PhD,Research Director,11,170000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,160000
34,Male,PhD,Research Director,11,170000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,160000
34,Male,PhD,Research Director,11,170000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,160000
34,Male,PhD,Research Director,11,170000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,160000
34,Male,PhD,Research Director,11,170000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,160000
34,Male,PhD,Research Director,11,170000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,160000
34,Male,PhD,Research Director,11,170000
35,Female,PhD,Research Scientist,11,150000
34,Female,PhD,Research Director,12,170000
36,Male,PhD,Research Scientist,13,180000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
30,Female,PhD,Data Scientist,6,100000
35,Female,PhD,Research Scientist,11,150000
34,Female,PhD,Research Director,12,170000
36,Male,PhD,Research Scientist,13,180000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
27,Male,PhD,Marketing Coordinator,7,120000
30,Male,PhD,Data Scientist,6,100000
35,Male,PhD,Research Scientist,11,150000
34,Female,PhD,Research Director,12,170000
36,Male,PhD,Research Scientist,13,180000
31,Female,PhD,Data Scientist,8,140000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
36,Female,PhD,Research Scientist,12,170000
34,Male,PhD,Research Director,11,160000
31,Female,PhD,Data Scientist,8,140000
